Date,Open,High,Low,Close,Adj Close,Volume
2000-05-19,142.656250,142.656250,140.250000,140.687500,97.811897,775500
2000-05-22,140.593750,140.593750,136.812500,139.812500,97.203583,1850600
2000-05-23,140.218750,140.218750,137.687500,137.687500,95.726181,373900
2000-05-24,137.750000,140.062500,136.656250,139.750000,97.160110,400300
2000-05-25,140.031250,140.937500,137.875000,138.468750,96.269341,69600
2000-05-26,138.484375,138.750000,137.000000,137.843750,95.834816,237000
2000-05-30,139.281250,142.437500,139.281250,142.375000,98.985107,118100
2000-05-31,141.875000,143.625000,141.875000,142.781250,99.267540,216900
2000-06-01,143.906250,145.062500,143.625000,145.062500,100.853584,128700
2000-06-02,148.312500,148.781250,147.468750,147.937500,102.852386,108400
2000-06-05,147.000000,147.656250,146.687500,146.968750,102.178886,192100
2000-06-06,146.437500,147.187500,145.687500,146.218750,101.657463,209300
2000-06-07,146.218750,147.500000,145.656250,147.187500,102.330925,85400
2000-06-08,147.812500,147.812500,145.937500,146.656250,101.961632,248400
2000-06-09,147.515625,147.515625,145.875000,146.125000,101.592293,20200
2000-06-12,146.625000,146.625000,144.859375,144.859375,100.712372,17600
2000-06-13,145.000000,147.250000,144.500000,146.750000,102.026794,40300
2000-06-14,147.750000,148.375000,147.125000,147.656250,102.656860,353900
2000-06-15,147.687500,148.250000,146.609375,147.656250,102.656860,338500
2000-06-16,148.625000,148.625000,146.468750,147.062500,102.244095,855900
2000-06-19,146.562500,149.031250,146.500000,148.515625,103.254326,160000
2000-06-20,148.625000,148.640625,147.296875,147.703125,102.689476,182600
2000-06-21,146.875000,148.156250,146.875000,147.859375,102.880989,137500
2000-06-22,147.437500,147.437500,145.000000,145.437500,101.195854,182900
2000-06-23,145.500000,145.875000,144.000000,144.390625,100.467438,238200
2000-06-26,145.031250,146.062500,144.812500,146.062500,101.630707,26000
2000-06-27,145.812500,146.296875,145.250000,145.250000,101.065407,40900
2000-06-28,145.312500,146.906250,145.312500,145.921875,101.532822,51200
2000-06-29,144.640625,145.250000,143.562500,144.156250,100.304314,48500
2000-06-30,143.984375,145.484375,143.984375,145.484375,101.228409,16800
2000-07-03,145.500000,147.140625,145.468750,147.140625,102.380852,7100
2000-07-05,146.265625,146.359375,144.625000,145.093750,100.956596,27400
2000-07-06,144.875000,146.125000,144.218750,145.812500,101.456764,40100
2000-07-07,146.375000,148.500000,146.375000,147.968750,102.957077,65500
2000-07-10,147.656250,148.656250,147.656250,147.718750,102.783119,77500
2000-07-11,147.250000,149.000000,147.250000,148.281250,103.174530,40700
2000-07-12,149.250000,149.937500,148.875000,149.093750,103.739845,2642100
2000-07-13,149.718750,150.281250,149.140625,149.593750,104.087776,971600
2000-07-14,150.250000,151.125000,149.812500,150.984375,105.055367,158800
2000-07-17,150.734375,151.906250,150.593750,150.890625,104.990105,430100
2000-07-18,150.468750,150.500000,149.375000,149.812500,104.239975,763600
2000-07-19,149.343750,149.578125,148.406250,148.406250,103.261475,120000
2000-07-20,148.875000,150.421875,148.765625,150.421875,104.663971,96500
2000-07-21,149.406250,149.437500,147.718750,147.718750,102.783119,601300
2000-07-24,148.250000,148.593750,146.593750,146.593750,102.000381,251700
2000-07-25,147.468750,147.515625,146.812500,147.421875,102.576561,116700
2000-07-26,146.875000,146.890625,145.750000,146.000000,101.587196,474800
2000-07-27,145.718750,146.562500,144.875000,145.390625,101.163231,94200
2000-07-28,145.500000,145.500000,141.500000,142.218750,98.956207,1147800
2000-07-31,142.937500,143.953125,142.406250,142.937500,99.456345,332900
2000-08-01,143.281250,144.390625,143.281250,144.062500,100.239098,481700
2000-08-02,144.656250,145.328125,144.093750,144.359375,100.445671,505900
2000-08-03,142.937500,145.656250,142.937500,145.375000,101.152328,173500
2000-08-04,146.031250,146.421875,145.468750,146.250000,101.761177,132900
2000-08-07,146.640625,148.296875,146.468750,148.296875,103.185356,6500
2000-08-08,147.843750,148.687500,147.687500,148.578125,103.381065,175400
2000-08-09,149.093750,149.093750,147.812500,147.812500,102.848358,123100
2000-08-10,147.531250,147.609375,146.343750,146.421875,101.880737,118000
2000-08-11,146.531250,147.578125,146.093750,147.312500,102.500443,129400
2000-08-14,147.500000,149.421875,147.406250,149.421875,103.968170,70100
2000-08-15,149.125000,149.531250,148.609375,149.031250,103.696404,343600
2000-08-16,149.281250,149.734375,147.953125,148.000000,102.978851,155000
2000-08-17,148.531250,150.281250,148.500000,149.921875,104.316025,96900
2000-08-18,150.125000,150.218750,149.312500,149.625000,104.109474,269000
2000-08-21,150.156250,150.515625,149.437500,149.437500,103.979027,43000
2000-08-22,150.406250,151.093750,150.125000,150.437500,104.674828,380100
2000-08-23,149.875000,150.984375,149.343750,150.828125,104.946648,239100
2000-08-24,150.718750,151.421875,150.671875,151.078125,105.120560,53100
2000-08-25,151.296875,151.578125,151.000000,151.156250,105.174973,136000
2000-08-28,151.093750,152.734375,151.093750,151.781250,105.609810,354000
2000-08-29,151.437500,151.750000,151.250000,151.671875,105.533707,66900
2000-08-30,151.125000,151.125000,150.406250,150.406250,104.653099,260100
2000-08-31,151.000000,153.046875,150.875000,152.265625,105.946831,843400
2000-09-01,153.031250,153.468750,152.187500,152.296875,105.968628,278000
2000-09-05,151.781250,152.031250,150.875000,151.359375,105.316231,140700
2000-09-06,151.281250,151.468750,149.859375,149.859375,104.272629,153200
2000-09-07,150.234375,150.937500,149.875000,150.937500,105.022789,84000
2000-09-08,150.125000,150.125000,149.453125,149.906250,104.305168,62600
2000-09-11,149.625000,151.046875,149.000000,149.531250,104.044273,93300
2000-09-12,149.687500,149.875000,148.500000,148.500000,103.326714,109000
2000-09-13,147.843750,148.953125,147.843750,148.812500,103.544189,197900
2000-09-14,149.750000,149.812500,148.328125,148.437500,103.283218,99900
2000-09-15,148.343750,148.343750,146.437500,146.656250,102.043839,298900
2000-09-18,146.750000,147.187500,144.968750,145.000000,100.891396,144700
2000-09-19,145.625000,146.578125,145.171875,146.343750,101.826393,128300
2000-09-20,145.875000,145.921875,143.437500,144.984375,101.071808,127700
2000-09-21,145.125000,145.125000,144.125000,144.843750,100.973793,284200
2000-09-22,142.250000,145.250000,142.250000,145.250000,101.257057,124600
2000-09-25,145.781250,145.828125,143.921875,143.937500,100.342010,49300
2000-09-26,144.468750,144.875000,142.625000,142.625000,99.427124,10500
2000-09-27,143.484375,143.531250,142.296875,142.703125,99.481575,155200
2000-09-28,142.968750,146.171875,142.968750,146.031250,101.801628,99100
2000-09-29,145.359375,145.437500,143.703125,143.703125,100.178658,60400
2000-10-02,144.500000,144.875000,143.500000,143.875000,100.298500,223700
2000-10-03,144.609375,145.703125,142.406250,142.406250,99.274582,134300
2000-10-04,142.625000,144.125000,142.000000,143.671875,100.156883,90000
2000-10-05,143.796875,144.546875,143.375000,144.281250,100.581718,114100
2000-10-06,144.171875,144.375000,140.000000,141.078125,98.348717,103800
2000-10-09,141.125000,141.203125,139.640625,140.328125,97.825882,29300
2000-10-10,140.203125,141.093750,138.000000,138.000000,96.202896,123800
2000-10-11,137.593750,138.453125,135.312500,136.750000,95.331482,350200
2000-10-12,137.406250,137.500000,132.812500,133.406250,93.000465,155200
2000-10-13,133.156250,137.593750,132.937500,137.375000,95.767197,322200
