Date,Open,High,Low,Close,Adj Close,Volume
2014-11-11,87.360001,90.120003,87.279999,88.320000,88.320000,3201400
2014-11-12,87.720001,88.400002,86.919998,87.160004,87.160004,2233600
2014-11-13,86.040001,87.040001,83.040001,83.360001,83.360001,3992400
2014-11-14,83.879997,85.279999,82.440002,85.199997,85.199997,2626500
2014-11-17,86.919998,90.680000,86.879997,89.800003,89.800003,4663800
2014-11-18,89.040001,90.800003,87.040001,89.080002,89.080002,3807000
2014-11-19,92.639999,94.480003,91.720001,92.519997,92.519997,5185400
2014-11-20,93.519997,94.919998,90.040001,94.040001,94.040001,5462300
2014-11-21,91.360001,92.040001,89.720001,89.919998,89.919998,3593900
2014-11-24,86.480003,87.959999,86.320000,87.400002,87.400002,3680700
2014-11-25,86.839996,90.480003,86.639999,90.279999,90.279999,3043500
2014-11-26,89.919998,92.239998,88.400002,88.440002,88.440002,3606000
2014-11-28,86.400002,86.639999,84.720001,85.040001,85.040001,1566200
2014-12-01,81.120003,82.360001,80.040001,81.839996,81.839996,4858200
2014-12-02,79.959999,80.720001,78.599998,79.000000,79.000000,3767200
2014-12-03,77.639999,78.360001,76.559998,77.440002,77.440002,2688500
2014-12-04,76.400002,76.599998,74.160004,74.239998,74.239998,2706900
2014-12-05,75.919998,77.879997,75.400002,77.360001,77.360001,2909200
2014-12-08,75.239998,75.440002,73.080002,73.879997,73.879997,3246600
2014-12-09,73.879997,75.599998,73.639999,74.120003,74.120003,1652800
2014-12-10,74.760002,76.239998,73.919998,75.440002,75.440002,2287600
2014-12-11,75.519997,76.959999,73.680000,74.559998,74.559998,3070200
2014-12-12,76.400002,78.000000,75.800003,76.879997,76.879997,3100300
2014-12-15,77.680000,78.120003,75.440002,76.080002,76.080002,2350000
2014-12-16,74.360001,75.199997,73.480003,74.120003,74.120003,2048000
2014-12-17,75.599998,75.720001,74.639999,75.199997,75.199997,1330700
2014-12-18,76.800003,77.519997,74.320000,74.959999,74.959999,2291700
2014-12-19,71.919998,72.199997,70.480003,70.800003,70.800003,3912500
2014-12-22,65.919998,66.760002,64.120003,65.440002,65.440002,4776500
2014-12-23,64.000000,65.320000,63.639999,64.919998,64.919998,2103100
2014-12-24,63.720001,64.000000,61.720001,62.439999,62.439999,1580600
2014-12-26,61.880001,62.240002,60.880001,61.919998,61.919998,1747000
2014-12-29,62.919998,65.040001,62.520000,64.279999,64.279999,3737500
2014-12-30,62.639999,63.200001,62.360001,62.880001,62.880001,1881400
2014-12-31,61.480000,61.759998,58.400002,59.080002,59.080002,4266000
2015-01-02,60.279999,62.680000,59.840000,59.840000,59.840000,3758300
2015-01-05,62.400002,62.439999,58.240002,59.480000,59.480000,3944200
2015-01-06,58.360001,59.840000,57.439999,59.720001,59.720001,2214400
2015-01-07,59.720001,60.959999,57.240002,58.320000,58.320000,3880800
2015-01-08,57.880001,59.799999,57.560001,59.759998,59.759998,3603900
2015-01-09,59.880001,60.320000,58.520000,59.959999,59.959999,1695200
2015-01-12,58.439999,58.560001,56.360001,56.720001,56.720001,3525800
2015-01-13,57.639999,60.119999,57.200001,59.759998,59.759998,2492800
2015-01-14,62.560001,66.760002,62.320000,66.720001,66.720001,8386800
2015-01-15,66.160004,67.720001,61.840000,64.480003,64.480003,5277600
2015-01-16,61.720001,65.120003,61.599998,62.759998,62.759998,3702700
2015-01-20,59.639999,59.799999,57.400002,58.759998,58.759998,5450300
2015-01-21,59.240002,60.520000,58.080002,60.080002,60.080002,3162900
2015-01-22,58.880001,59.240002,56.439999,58.200001,58.200001,4521100
2015-01-23,59.520000,60.560001,59.279999,59.880001,59.880001,3246000
2015-01-26,58.680000,59.799999,57.360001,58.200001,58.200001,3602000
2015-01-27,59.520000,60.520000,59.040001,59.119999,59.119999,2614900
2015-01-28,58.160000,58.759998,57.000000,58.200001,58.200001,2834900
2015-01-29,57.880001,58.279999,54.560001,55.520000,55.520000,6250300
2015-01-30,54.480000,55.439999,54.119999,54.680000,54.680000,3206300
2015-02-02,54.279999,54.919998,53.279999,54.680000,54.680000,2583400
2015-02-03,54.480000,56.799999,54.080002,56.320000,56.320000,2964600
2015-02-04,55.599998,55.599998,54.080002,54.279999,54.279999,2401900
2015-02-05,53.599998,54.279999,52.639999,53.119999,53.119999,3367300
2015-02-06,53.080002,53.639999,52.520000,52.680000,52.680000,2377800
2015-02-09,53.160000,53.480000,52.480000,53.200001,53.200001,2817400
2015-02-10,54.439999,56.040001,53.959999,54.880001,54.880001,4276300
2015-02-11,58.040001,58.080002,56.240002,57.599998,57.599998,3166600
2015-02-12,57.119999,57.400002,54.720001,55.520000,55.520000,3696700
2015-02-13,54.799999,57.240002,54.560001,56.880001,56.880001,1768200
2015-02-17,56.720001,56.840000,55.080002,56.759998,56.759998,2136400
2015-02-18,56.680000,58.119999,56.040001,57.439999,57.439999,2784600
2015-02-19,57.840000,58.720001,57.000000,57.799999,57.799999,2675600
2015-02-20,60.360001,60.959999,59.480000,60.119999,60.119999,3578700
2015-02-23,59.880001,60.320000,57.919998,58.360001,58.360001,3502400
